Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
since fred should eat a cake that ginny can create a witch may gobble a eclaire,since fred should eat a cookie should eat a eclaire that a student must sprinkle a cake that ginny must sprinkle a cake that ginny must sprinkle a cake that,16,16,30,0,0,N/A,N/A
since albus can hide many baklava that the wizard should make neville must make the baklava,since albus can hide many baklava that the should eat,16,16,10,0,0,N/A,N/A
since he may arrange the souffle dobby may walk,since he may arrange the souffle,9,9,6,0,1,0,0
since she can run lupin should prepare the souffles,since she should assemble the souffles,9,9,6,0,1,0,0
since hagrid may laugh albus can make many strudels,since hagrid may not make many strudels since neville may chew,9,9,11,0,1,0,0
because voldemort should smile she may create the eclaire,voldemort should arrange she must arrange the eclaire,9,9,8,0,0,N/A,N/A
since a professor may party fred can jump,since a wizard can jump,8,8,5,0,1,0,0
since a student should party george must wiggle,since a professor should giggle,8,8,5,0,1,0,0
since a witch should hiccup petunia should smile,since a should hiccup petunia should smile,8,8,7,0,0,N/A,N/A
because lily may sprinkle many eclaires that he should eat mcgonagall may party,because lily may sprinkle many eclaires that ginny should create,13,13,10,0,1,0,0
since harry must make a doughnut that james should chew voldemort can smile,since harry must sprinkle a doughnut that james can smile,13,13,10,0,1,0,0
because lily may wiggle the wizard may prepare many doughnuts,because the may assemble many doughnuts because ginny may sprinkle,10,10,10,0,0,N/A,N/A
because petunia should hide the cake the student can party,because petunia should hide the chocolates,10,10,6,0,1,0,0
because voldemort must chew the souffles that lupin may assemble voldemort may eat the doughnut that draco should create,voldemort may arrange the souffles that lupin may assemble,19,19,9,0,1,0,0
since hagrid should create a strudel that albus must eat draco may arrange the croissant which he can eat,since hagrid should sprinkle the croissant which the professor may arrange the croissant which the professor may arrange,19,19,18,0,0,N/A,N/A
since neville must sprinkle the strudels which neville must prepare albus should make a souffle which mcgonagall must create,since neville must sprinkle the strudels which mcgonagall must sprinkle the strudels which the student must sprinkle,19,19,17,0,0,N/A,N/A
since lupin should prepare the chocolate that albus must sprinkle she may create many chocolates which james should sprinkle,since should prepare the chocolate that albus may prepare the chocolate that a student should prepare,19,19,16,0,0,N/A,N/A
because snape can prepare the strudels since she must laugh sirius must make the strudel which the professor must eat,because snape can prepare the strudels which the student should prepare,20,20,11,0,1,0,0
because the student must eat the croissant that neville may prepare dobby should hide many pancakes which harry must gobble,because the student must eat many croissant that the professor should hide,20,20,12,0,1,0,0
since a witch can eat the souffles because petunia can hiccup dobby must arrange the cookies that neville may create,since a witch can eat the souffles because a student may arrange the souffles because sirius must arrange the souffles that a student must chew a pancake,20,20,27,0,0,N/A,N/A
since hermione may hide the croissants which hermione can gobble dobby should gobble the baklava which the student may hide,since the may hide the croissants which the student should gobble the chocolates the baklava which he must gobble,20,20,19,0,0,N/A,N/A
because he must hide a croissant that albus may create he may assemble a doughnut which the professor can arrange,because she must assemble a croissant that because draco can arrange a pancake that the wizard should arrange,20,20,18,0,0,N/A,N/A
since ginny may assemble the cookie voldemort should eat the croissants that mcgonagall can create,since ginny may assemble the cookie that she must assemble the cookie that lily must assemble,15,15,16,0,0,N/A,N/A
since sirius should eat the cookies ginny can prepare the pancake that she should gobble,since sirius should assemble the cookies that she can prepare the pancake that she can prepare,15,15,16,0,0,N/A,N/A
because ginny must chew the cake he may sprinkle a pancake which she must make,because petunia must chew the chocolates because he must chew the chocolates which a must assemble,15,15,16,0,0,N/A,N/A
since snape can hide the souffles draco should assemble the strudels which lupin may chew,since snape can hide the souffles which lupin should hide,15,15,10,0,1,0,0
because hagrid may assemble the cookie george must eat a cookie which sirius must make,because hagrid may assemble the cookie which the professor may assemble the cookie which the professor may assemble,15,15,18,0,0,N/A,N/A
since mcgonagall can make the cookies the student may sprinkle many doughnuts which petunia must prepare,since mcgonagall can make many cookies which the wizard should make,16,16,11,0,1,0,0
because a wizard should eat the eclaire that dobby should chew she should eat a cake which sirius should prepare,a wizard may eat the eclaire that a professor should eat,20,20,11,0,1,0,0
since a wizard should arrange a eclaire fred should prepare the cakes since the student should eat the pancakes,since a should not prepare the cakes since the student must prepare the pancakes since the student should prepare the pancakes,19,19,21,0,0,N/A,N/A
since james may sprinkle many chocolates that lily can assemble snape must create the eclaires which mcgonagall should make,since james may not sprinkle many chocolates which snape should prepare,19,19,11,0,1,0,0
since voldemort must run a professor can eat the chocolates which the student should prepare,voldemort should sprinkle a chocolates which the should eat the chocolates the should eat the chocolates the professor should prepare,15,15,20,0,0,N/A,N/A
because mcgonagall must eat the cakes which hermione must prepare dobby may sprinkle a baklava,because a professor must assemble the cakes which a should arrange the cakes which a should arrange the cakes which a should arrange,15,15,23,0,0,N/A,N/A
because george should arrange the souffle which ginny must assemble he can party,because george should arrange the souffle which a student should arrange the souffle which the should arrange,13,13,17,0,0,N/A,N/A
since lupin can party draco must eat a eclaire that ron should sprinkle,since lupin must party a cookie that ron should sprinkle,13,13,10,0,1,0,0
since the wizard should gobble many cookies the witch should sprinkle a strudel,since the should should prepare many cookies,13,13,7,0,0,N/A,N/A
