target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Negates Main Verb,Negates Target Verb,Negates Target Verb in Main Clause,Negation Present Outside the Main Clause,Parseable
since mcgonagall can create the eclaires which a witch can assemble he must not prepare many cakes that he must assemble,since mcgonagall can create the eclaires which a witch can assemble he must not prepare many cakes that he must assemble,20,21,21,1,1,1,1,1,1,0,1
snape must not make the doughnut that she can eat since harry may smile since he may arrange the cookie which she should sprinkle,snape must not make the doughnut that she can eat since harry may smile since he may arrange the cookie which cookie which,23,24,23,0,N/A,N/A,N/A,1,N/A,N/A,0
because she can make the strudel because the wizard can create a cookie vernon can not wiggle since vernon can create many doughnuts,because she can make the strudel because the wizard can create a cookie vernon can not wiggle since vernon can create,22,23,21,0,0,0,1,1,1,0,1
hagrid must not hide the doughnuts since fred should assemble the souffles which james must hide since a witch can gobble a souffle,hagrid must not hide the doughnuts since fred should assemble the souffles which james must hide since a witch can gobble,22,23,21,0,0,0,1,1,1,0,1
because the wizard can gobble the eclaire which a professor can gobble snape can not hide the baklava which the wizard should gobble,because the wizard can gobble the eclaire which a professor can gobble snape can not hide the baklava which the wizard wizard the baklava which the wizard wizard the baklava,22,23,30,0,N/A,N/A,N/A,1,N/A,N/A,0
because harry may prepare the strudels that sirius must prepare the student may not eat the strudels which a student must make,because harry may prepare the strudels that sirius must prepare the student may not eat the strudels which a student must make,21,22,22,1,1,1,1,1,1,0,1
draco should not chew a pancake that sirius should make since ron should sprinkle a pancake that hagrid should arrange,draco should not chew a pancake that sirius should make since ron should sprinkle a pancake that hagrid should arrange,19,20,20,1,1,1,1,1,1,0,1
james should not hide the croissants that neville should sprinkle since mcgonagall can arrange the souffles that hermione must make,james should not hide the croissants that neville should sprinkle since mcgonagall can arrange the souffles that hermione must make,19,20,20,1,1,1,1,1,1,0,1
the witch can not chew the cookies,the witch can not chew the cookies,6,7,7,1,1,1,1,1,1,0,1
the professor must not arrange the croissants,the professor must not arrange the croissants,6,7,7,1,1,1,1,1,1,0,1
the student should not eat the baklava,the student should not eat the baklava,6,7,7,1,1,1,1,1,1,0,1
the witch may not hide the strudel,the witch may not hide the strudel,6,7,7,1,1,1,1,1,1,0,1
he may not gobble the pancakes,he may not gobble the pancakes,5,6,6,1,1,1,1,1,1,0,1
harry should not assemble the cakes,harry should not assemble the cakes,5,6,6,1,1,1,1,1,1,0,1
george should not arrange the cakes,george should not arrange the cakes,5,6,6,1,1,1,1,1,1,0,1
vernon can not gobble the eclaires,vernon can not gobble the eclaires,5,6,6,1,1,1,1,1,1,0,1
ginny must not create the croissant,ginny must not create the croissant,5,6,6,1,1,1,1,1,1,0,1
james must not assemble the doughnut since dobby should make the pancakes,james must not assemble the doughnut since dobby should make the pancakes,11,12,12,1,1,1,1,1,1,0,1
since draco may sprinkle the souffle dobby should not make the baklava,since draco may sprinkle the souffle dobby should not make the baklava,11,12,12,1,1,1,1,1,1,0,1
since neville must sprinkle the croissants she must not hide the baklava,since neville must sprinkle the croissants she must not hide the baklava,11,12,12,1,1,1,1,1,1,0,1
lupin may not prepare the cakes since ron may make the souffles,lupin may not prepare the cakes since ron may make the souffles,11,12,12,1,1,1,1,1,1,0,1
the witch may not eat a cake that a student can sprinkle,the witch may not eat a cake that a student can sprinkle,11,12,12,1,1,1,1,1,1,0,1
sirius can not run,sirius can not run,3,4,4,1,1,1,1,1,1,0,1
harry should not hiccup,harry should not hiccup,3,4,4,1,1,1,1,1,1,0,1
ron should not hiccup,ron should not hiccup,3,4,4,1,1,1,1,1,1,0,1
dobby must not jump,dobby must not jump,3,4,4,1,1,1,1,1,1,0,1
neville must not jump,neville must not jump,3,4,4,1,1,1,1,1,1,0,1
ginny should not laugh,ginny should not laugh,3,4,4,1,1,1,1,1,1,0,1
ginny must not wiggle,ginny must not wiggle,3,4,4,1,1,1,1,1,1,0,1
she may not create the doughnut,she may not create the doughnut,5,6,6,1,1,1,1,1,1,0,1
she should not eat the baklava,she should not eat the baklava,5,6,6,1,1,1,1,1,1,0,1
hermione must not sprinkle the pancakes,hermione must not sprinkle the pancakes,5,6,6,1,1,1,1,1,1,0,1
ginny may not make the chocolates,ginny may not make the chocolates,5,6,6,1,1,1,1,1,1,0,1
fred must not create the baklava,fred must not create the baklava,5,6,6,1,1,1,1,1,1,0,1
dobby must not create the doughnuts which ron should assemble,dobby must not create the doughnuts which ron should assemble,9,10,10,1,1,1,1,1,1,0,1
she should not assemble a chocolate which he can eat,she should not assemble a chocolate which he can eat,9,10,10,1,1,1,1,1,1,0,1
harry can not assemble a cookie which fred may sprinkle,harry can not assemble a cookie which fred may sprinkle,9,10,10,1,1,1,1,1,1,0,1
george can not gobble the strudel which voldemort may create,george can not gobble the strudel which voldemort may create,9,10,10,1,1,1,1,1,1,0,1
fred can not assemble the cake that dobby may create,fred can not assemble the cake that dobby may create,9,10,10,1,1,1,1,1,1,0,1
petunia must not assemble the cakes which fred can arrange,petunia must not assemble the cakes which fred can arrange,9,10,10,1,1,1,1,1,1,0,1
lupin must not hide a doughnut that ginny can make,lupin must not hide a doughnut that ginny can make,9,10,10,1,1,1,1,1,1,0,1
because snape must party voldemort should not laugh,because snape must party voldemort should not laugh,7,8,8,1,1,1,1,1,1,0,1
dobby must not gobble the baklava that voldemort may create,dobby must not gobble the baklava that voldemort may create,9,10,10,1,1,1,1,1,1,0,1
draco must not assemble the doughnuts that petunia should eat,draco must not assemble the doughnuts that petunia should eat,9,10,10,1,1,1,1,1,1,0,1
mcgonagall should not create a souffle which neville should sprinkle,mcgonagall should not create a souffle which neville should sprinkle,9,10,10,1,1,1,1,1,1,0,1
vernon must not chew the pancake that hagrid may make,vernon must not chew the pancake that hagrid may make,9,10,10,1,1,1,1,1,1,0,1
because hagrid must eat the strudels hagrid must not chew the strudels which the witch must eat,because hagrid must eat the strudels hagrid must not chew the strudels which the witch must eat,16,17,17,1,1,1,1,1,1,0,1
the professor must not prepare the eclaire that mcgonagall must sprinkle because lily can hide the cakes,the professor must not prepare the eclaire that mcgonagall must sprinkle because lily can hide the cakes,16,17,17,1,1,1,1,1,1,0,1
hermione must not jump because draco should make the chocolate that the witch must gobble,hermione must not jump because draco should make the chocolate that the witch must gobble,14,15,15,1,1,1,1,1,1,0,1
she should not giggle,she should not giggle,3,4,4,1,1,1,1,1,1,0,1
he may not wiggle,he may not wiggle,3,4,4,1,1,1,1,1,1,0,1
snape must not jump,snape must not jump,3,4,4,1,1,1,1,1,1,0,1
voldemort must not swim,voldemort must not swim,3,4,4,1,1,1,1,1,1,0,1
albus may not sprinkle the cake,albus may not sprinkle the cake,5,6,6,1,1,1,1,1,1,0,1
snape can not sprinkle a souffle,snape can not sprinkle a souffle,5,6,6,1,1,1,1,1,1,0,1
fred should not gobble the baklava,fred should not gobble the baklava,5,6,6,1,1,1,1,1,1,0,1
a professor must not hiccup,a professor must not hiccup,4,5,5,1,1,1,1,1,1,0,1
she must not chew the cakes that she can assemble,she must not chew the cakes that she can assemble,9,10,10,1,1,1,1,1,1,0,1
sirius can not make the cookie that albus should make,sirius can not make the cookie that albus should make,9,10,10,1,1,1,1,1,1,0,1
since hermione should make the baklava that albus can chew she can not eat a souffle that albus must hide,since hermione should make the baklava that albus can chew she can not eat a souffle that albus must hide,19,20,20,1,1,1,1,1,1,0,1
george must not create the cookies which lupin must gobble because ginny may make the doughnut that vernon can assemble,george must not create the cookies which lupin must gobble because ginny may make the doughnut that vernon can assemble,19,20,20,1,1,1,1,1,1,0,1
because hagrid must eat many souffles a wizard may not assemble the cookie because he must arrange the cakes,because hagrid must eat many souffles a wizard may not assemble the cookie because he must arrange the cakes,18,19,19,1,1,1,1,1,1,0,1
fred must not make the eclaires that she may hide because albus should party,fred must not make the eclaires that she may hide because albus should party,13,14,14,1,1,1,1,1,1,0,1
since ron must giggle hermione should not sprinkle the cakes which snape must prepare,since ron must giggle hermione should not sprinkle the cakes which snape must prepare,13,14,14,1,1,1,1,1,1,0,1
because lupin may eat the souffle because george must run he may not hiccup,because lupin may eat the souffle because george must run he may not hiccup,13,14,14,1,1,1,1,1,1,0,1
she can not sprinkle a baklava that he can gobble because hagrid can hiccup,she can not sprinkle a baklava that he can gobble because hagrid can hiccup,13,14,14,1,1,1,1,1,1,0,1
ron can not arrange the baklava that harry should hide because ron should hiccup,ron can not arrange the baklava that harry should hide because ron should hiccup,13,14,14,1,1,1,1,1,1,0,1
harry must not arrange a doughnut,harry must not arrange a doughnut,5,6,6,1,1,1,1,1,1,0,1
dobby should not arrange a pancake,dobby should not arrange a pancake,5,6,6,1,1,1,1,1,1,0,1
lily must not chew a strudel,lily must not chew a strudel,5,6,6,1,1,1,1,1,1,0,1
james can not eat the baklava,james can not eat the baklava,5,6,6,1,1,1,1,1,1,0,1
the student should not hide the souffle,the student should not hide the souffle,6,7,7,1,1,1,1,1,1,0,1
a wizard may not hide a baklava,a wizard may not hide a baklava,6,7,7,1,1,1,1,1,1,0,1
a wizard can not eat a pancake,a wizard can not eat a pancake,6,7,7,1,1,1,1,1,1,0,1
a student should not make the chocolates,a student should not make the chocolates,6,7,7,1,1,1,1,1,1,0,1
a student must not gobble the doughnuts,a student must not gobble the doughnuts,6,7,7,1,1,1,1,1,1,0,1
lily must not arrange the strudels since he should giggle,lily must not arrange the strudels since he should giggle,9,10,10,1,1,1,1,1,1,0,1
neville should not gobble a pancake which snape should create,neville should not gobble a pancake which snape should create,9,10,10,1,1,1,1,1,1,0,1
lily must not assemble the strudels that albus must gobble,lily must not assemble the strudels that albus must gobble,9,10,10,1,1,1,1,1,1,0,1
petunia must not create the pancakes which vernon may eat,petunia must not create the pancakes which vernon may eat,9,10,10,1,1,1,1,1,1,0,1
she should not make a souffle that lupin can arrange,she should not make a souffle that lupin can arrange,9,10,10,1,1,1,1,1,1,0,1
a wizard must not walk,a wizard must not walk,4,5,5,1,1,1,1,1,1,0,1
a witch should not jump,a witch should not jump,4,5,5,1,1,1,1,1,1,0,1
lupin must not gobble the croissant that harry should hide,lupin must not gobble the croissant that harry should hide,9,10,10,1,1,1,1,1,1,0,1
vernon should not make many eclaires that james can chew,vernon should not make many eclaires that james can chew,9,10,10,1,1,1,1,1,1,0,1
neville should not prepare many cakes that ron must gobble,neville should not prepare many cakes that ron must gobble,9,10,10,1,1,1,1,1,1,0,1
