target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Negates Main Verb,Negates Target Verb,Parseable
petunia can not hide the baklava,not can not hide the baklava,5,6,6,0,N/A,N/A,N/A,0,0
hermione should not eat the doughnuts,hermione should not sprinkle the baklava,5,6,6,0,1,0,0,0,1
a professor must not walk,a professor must not,4,5,4,0,N/A,N/A,N/A,0,0
lily may not run,lily may not,3,4,3,0,N/A,N/A,N/A,0,0
harry must not smile,harry must not,3,4,3,0,N/A,N/A,N/A,0,0
sirius should not laugh,sirius should not laugh,3,4,4,1,1,1,1,1,1
harry may not eat the cookies which petunia must make since james should make the cakes because harry should eat the cookies,harry must not prepare the eclaires,21,22,6,0,0,0,0,0,1
because mcgonagall must make the souffles which a professor should eat george must not arrange many pancakes which vernon must hide,because a professor must make a cake which a must not chew a cookie,20,21,14,0,N/A,N/A,N/A,0,0
because lupin should prepare the baklava which the wizard can assemble petunia should not assemble the baklava which she can assemble,because voldemort should not the cakes which he must not chew the baklava,20,21,13,0,N/A,N/A,N/A,0,0
fred must not walk,fred must not,3,4,3,0,N/A,N/A,N/A,0,0
draco should not run,draco should not make the baklava,3,4,6,0,0,0,0,0,1
hagrid should not walk,hagrid should not prepare the,3,4,5,0,N/A,N/A,N/A,0,0
harry may not walk,harry may not laugh,3,4,4,0,1,0,0,0,1
neville must not prepare the cookies that he should create,neville may not prepare the cakes,9,10,6,0,0,0,0,1,1
lupin must not make many chocolates because lupin may walk,lupin may not walk,9,10,4,0,0,0,0,0,1
sirius must not arrange the eclaire which george should prepare,sirius must not chew a chocolate,9,10,6,0,0,0,0,0,1
voldemort should not arrange the baklava which she can hide,voldemort may not chew the cookies,9,10,6,0,0,0,0,0,1
harry can not assemble a cookie which fred may sprinkle,harry can not prepare the eclaires,9,10,6,0,0,0,0,0,1
since lily can hide the croissants snape must not gobble the pancakes since snape must jump,since albus must not chew the baklava that must must not chew the baklava,15,16,14,0,N/A,N/A,N/A,0,0
the professor can not party because sirius can chew the cookie that a witch must prepare,the student must not chew the croissants,15,16,7,0,0,0,0,0,1
a student can not smile since draco should gobble the doughnuts which the student should make,a student should not make the chocolate that a student should not,15,16,12,0,N/A,N/A,N/A,0,0
since he may prepare the chocolate which a witch must sprinkle vernon may not run,since voldemort may assemble a chocolate,14,15,6,0,0,0,0,0,1
because ron should gobble the cookie that snape can eat because dobby must giggle a student may not gobble the doughnut,because she may eat the souffles which he may not eat the souffles that she may eat the souffles that she may eat,20,21,23,0,N/A,N/A,N/A,0,0
since he must prepare the souffle petunia should not giggle because mcgonagall should chew a croissant that hagrid must hide,since voldemort must hide the croissant,19,20,6,0,0,0,0,0,1
dobby must not hide the eclaire that dobby must prepare since sirius may sprinkle the cakes that he may eat,dobby should not hide the baklava,19,20,6,0,0,0,0,1,1
voldemort may not hide a cake,voldemort may not a strudel,5,6,5,0,N/A,N/A,N/A,0,0
hermione may not eat the strudel,hermione may not gobble the baklava,5,6,6,0,1,0,0,0,1
ginny must not make a pancake,ginny must not make the baklava,5,6,6,0,1,0,0,1,1
she must not make the baklava,she can not arrange,5,6,4,0,0,0,0,0,1
the witch should not create many strudels which neville must arrange since fred may gobble the strudels,neville may not the pancakes,16,17,5,0,N/A,N/A,N/A,0,0
ron may not make a doughnut because sirius can prepare a eclaire which the professor must eat,the professor must not the the strudel,16,17,7,0,N/A,N/A,N/A,0,0
the professor must not prepare the eclaire that mcgonagall must sprinkle because lily can hide the cakes,the student may not the the baklava,16,17,7,0,N/A,N/A,N/A,0,0
dobby may not create the baklava because the wizard can create the croissants that she should gobble,the professor can not create the baklava that he must create,16,17,11,0,0,0,0,1,1
because a student should create a souffle vernon may not chew the eclaires that he must hide,because a student should chew a cookie which a student should not chew a cookie,16,17,15,0,N/A,N/A,N/A,1,0
albus can not make the cookies since a student can hide the cookies,the can not create the cookies,12,13,6,0,N/A,N/A,N/A,0,0
since hagrid may sprinkle the eclaire the wizard must not gobble the cakes,a wizard may not chew the baklava,12,13,7,0,0,0,0,0,1
since a student must create a strudel lily should not chew many baklava,since voldemort must hide a croissant,12,13,6,0,0,0,0,0,1
hermione should not chew the pancake,hermione should not hide the baklava,5,6,6,0,1,0,0,0,1
ron must not eat the baklava,ron may not sprinkle the baklava,5,6,6,0,1,0,0,0,1
she must not eat a cookie,she may not chew a chocolate,5,6,6,0,1,0,0,0,1
she should not make a croissant,she should not assemble a chocolate,5,6,6,0,1,0,0,0,1
lupin may not chew a eclaire which neville should gobble,lupin may not assemble the souffles,9,10,6,0,0,0,0,0,1
he should not prepare the cakes because mcgonagall can wiggle,because can not wiggle,9,10,4,0,N/A,N/A,N/A,0,0
james should not assemble the pancakes which mcgonagall should chew,james should not assemble a cookie,9,10,6,0,0,0,0,1,1
draco should not sprinkle the doughnuts,draco should not sprinkle the strudels,5,6,6,0,1,0,0,1,1
snape should not gobble the eclaires,snape should not assemble the souffles,5,6,6,0,1,0,0,0,1
a wizard may not hiccup,a wizard may not assemble the,4,5,6,0,N/A,N/A,N/A,0,0
neville may not create many baklava,neville may not assemble the baklava,5,6,6,0,1,0,0,0,1
harry may not prepare many souffles,harry may not prepare the eclaires,5,6,6,0,1,0,0,1,1
petunia may not chew a souffle,petunia may not chew a doughnut,5,6,6,0,1,0,0,1,1
harry must not assemble the souffles,harry must not arrange the,5,6,5,0,N/A,N/A,N/A,0,0
she should not eat the baklava,she should not gobble the baklava,5,6,6,0,1,0,0,0,1
neville may not assemble the doughnuts because petunia may prepare the strudel,neville may not assemble the baklava,11,12,6,0,0,0,0,1,1
since neville must sprinkle the croissants she must not hide the baklava,neville must not assemble the baklava which neville must not assemble,11,12,11,0,N/A,N/A,N/A,0,0
james must not sprinkle the chocolates since vernon may create many eclaires,james must not arrange the strudel,11,12,6,0,0,0,0,0,1
lupin may not prepare the cakes since ron may make the souffles,lupin may not assemble the baklava,11,12,6,0,0,0,0,0,1
a professor must not chew a pancake which george can assemble,a professor must not chew a eclaire,10,11,7,0,0,0,0,1,1
draco must not assemble the baklava which the student should sprinkle,draco must not arrange the eclaires that draco may gobble,10,11,10,0,0,1,0,0,1
since a student can smile petunia may not eat the strudels,the professor can not sprinkle the strudels,10,11,7,0,0,0,0,0,1
the wizard must not hide the pancakes that hagrid may assemble,the professor must not chew the croissants,10,11,7,0,0,0,0,0,1
petunia can not make the souffles which a witch can chew,vernon can not make a pancake,10,11,6,0,0,0,0,1,1
he should not make a eclaire,he should not assemble a pancake,5,6,6,0,1,0,0,0,1
lily must not chew a strudel,lily must not chew a chocolate,5,6,6,0,1,0,0,1,1
lupin can not gobble the chocolates,draco can not gobble the chocolates,5,6,6,0,1,0,0,1,1
he must not gobble many baklava that vernon may eat,he must not chew the cakes,9,10,6,0,0,0,0,0,1
neville should not prepare many cakes that ron must gobble,neville should not prepare a cookie that he should chew,9,10,10,0,0,0,0,1,1
lupin should not chew the baklava which draco should make,lupin should not make a cookie that lupin should not,9,10,10,0,N/A,N/A,N/A,0,0
harry should not laugh because a student should prepare many baklava that the professor should prepare,because should not prepare a cookie,15,16,6,0,N/A,N/A,N/A,0,0
a witch should not arrange the baklava which petunia can chew because the professor must wiggle,a student must not hide the cookies which a student must not,15,16,12,0,N/A,N/A,N/A,0,0
lupin should not gobble the baklava which fred must create since vernon must eat the doughnuts,lupin should not hide the baklava,15,16,6,0,0,0,0,0,1
since petunia must hide a strudel that a witch can arrange the wizard must not jump,since voldemort must hide the croissant,15,16,6,0,0,0,0,0,1
harry should not create the cookies which hermione may assemble because petunia should assemble a strudel,harry may not make the eclaires,15,16,6,0,0,0,0,0,1
neville may not sprinkle the croissant since she must eat the baklava that voldemort should arrange,neville may not assemble the cakes that neville may assemble,15,16,10,0,0,0,0,0,1
ginny must not eat the souffles since ginny must sprinkle a cookie that james must sprinkle,the student must not assemble the baklava that a student must assemble the baklava,15,16,14,0,N/A,N/A,N/A,0,0
harry must not chew a eclaire that sirius should create because petunia should prepare the pancakes,harry may not prepare the eclaires,15,16,6,0,0,0,0,0,1
fred may not eat the chocolates that fred may gobble since lily should hide the chocolates that the professor may eat,the may not eat the chocolates that he may not create the chocolates that he may not create the chocolates,20,21,20,0,N/A,N/A,N/A,1,0
because ginny must hide the cookies which voldemort must hide the witch must not hide the chocolate which george must chew,because ginny must eat the baklava which ron must make a cookie which ron must make,20,21,16,0,N/A,N/A,N/A,0,0
the witch may not arrange the cookies that sirius should arrange because lupin should arrange the chocolates which she must create,she should not the the chocolates that she should arrange the chocolates that she should arrange,20,21,16,0,N/A,N/A,N/A,0,0
because ginny should giggle because fred should eat the eclaires the witch may not create the doughnut that james should sprinkle,because the professor can not sprinkle the baklava,20,21,8,0,0,0,0,0,1
petunia must not gobble the strudel which mcgonagall may hide,petunia must not hide the baklava,9,10,6,0,0,0,0,0,1
george should not make a cake that sirius can eat,george should not hide the cakes that a should not,9,10,10,0,N/A,N/A,N/A,0,0
james should not assemble a souffle that sirius must eat,james should not hide the eclaires,9,10,6,0,0,0,0,0,1
snape can not sprinkle the strudel that neville can gobble,the can not create the chocolates,9,10,6,0,N/A,N/A,N/A,0,0
since lily may make the cookie george can not sprinkle a strudel,james can not hide the baklava,11,12,6,0,0,0,0,0,1
since neville can hide the strudel dobby can not sprinkle the eclaire,the professor may not gobble the doughnuts,11,12,7,0,0,0,0,0,1
a professor may not assemble the croissant which a student must prepare,a professor must not a a which a student may assemble,11,12,11,0,N/A,N/A,N/A,0,0
because she may create the baklava james must not make a croissant,because a must assemble the strudel which a must not chew the souffles,11,12,13,0,N/A,N/A,N/A,0,0
since dobby should eat the cake ginny must not chew the doughnuts,dobby must not the the baklava,11,12,6,0,N/A,N/A,N/A,0,0
since ron must create many strudels he should not sprinkle the chocolates,the can not the the chocolates,11,12,6,0,N/A,N/A,N/A,0,0
a professor can not sprinkle a strudel which a wizard must create,a professor can not make a chocolate that a student can arrange,11,12,12,0,1,0,0,0,1
a witch should not gobble the doughnuts,the wizard may not sprinkle the doughnuts,6,7,7,0,1,0,0,0,1
hermione must not assemble the cakes which the wizard can gobble,hermione must not assemble the baklava,10,11,6,0,0,0,0,1,1
fred must not gobble the chocolate that a student can gobble,fred must not prepare a chocolate,10,11,6,0,0,0,0,0,1
dobby should not create the pancake which a wizard should hide,dobby should not hide,10,11,4,0,0,0,0,0,1
draco should not chew the eclaire that hermione must assemble since harry may gobble a cookie which she must prepare,draco should not eat a cake that a student should not,19,20,11,0,N/A,N/A,N/A,0,0
since the wizard can sprinkle the doughnuts which vernon should chew the witch must not party,vernon should not hide the cookies that vernon should chew,15,16,10,0,0,0,0,0,1
because fred may eat a eclaire lily can not gobble a strudel that george may create,because may may not eat the cakes that dobby may not create the cakes,15,16,14,0,N/A,N/A,N/A,0,0
fred should not assemble the souffles that ron can chew,fred should not assemble a cookie,9,10,6,0,0,0,0,1,1
draco should not sprinkle a cookie which sirius must make,draco should not make a cake that a student should make,9,10,11,0,0,1,0,0,1
