target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Parseable
lily may arrange many pancakes which lily should hide since albus can prepare the chocolate,the professor can gobble the baklava,15,15,6,0,0,0,1
because mcgonagall may sprinkle the cake he can create the chocolate that she must sprinkle,because a student must sprinkle the baklava which a student must create a cookie,15,15,14,0,N/A,N/A,0
because ginny can chew the souffle vernon may chew a eclaire that she must eat,because voldemort may eat the baklava that albus may eat the baklava that he may eat,15,15,16,0,N/A,N/A,0
since lupin can prepare the eclaire since harry may sprinkle the doughnut he can walk,the can can the the can can,15,15,7,0,N/A,N/A,0
since george can prepare many cookies that the wizard must prepare a professor should laugh,a professor can gobble the baklava that a student can chew,15,15,11,0,0,0,1
she must assemble a pancake which neville may hide because james must make the doughnuts,she must chew the baklava,15,15,5,0,0,0,1
the student should create the eclaires that albus must gobble,the student should hide the cookies,10,10,6,0,0,0,1
the witch may hide the chocolate that james should sprinkle,the professor can hide the pancake,10,10,6,0,0,0,1
george should gobble a pancake that a student should arrange,george should hide a cake,10,10,5,0,0,0,1
ginny must create the chocolates which petunia may make since vernon should gobble the pancake,ginny must arrange,15,15,3,0,0,0,1
because hermione must sprinkle a croissant that ron should hide sirius must prepare the cake,hermione must chew the baklava which ron must chew the baklava that must must chew the baklava,15,15,17,0,N/A,N/A,0
because voldemort should arrange the chocolates james must sprinkle the cakes that she may sprinkle,because the student may eat the baklava that lupin may gobble the baklava that he may gobble the baklava,15,15,19,0,N/A,N/A,0
petunia must sprinkle the baklava which voldemort must chew,petunia must hide the baklava,9,9,5,0,0,0,1
petunia may hide the baklava that lupin can hide,lupin can gobble the chocolates that lupin can gobble,9,9,9,0,1,0,1
mcgonagall must sprinkle many souffles that petunia must arrange,mcgonagall must assemble a chocolate,9,9,5,0,0,0,1
lupin may assemble a baklava since he should giggle,lupin must chew a pancake,9,9,5,0,0,0,1
sirius can prepare the baklava that voldemort must hide,vernon must hide the baklava,9,9,5,0,0,0,1
the professor must prepare a croissant,the professor must prepare a chocolate,6,6,6,0,1,0,1
a wizard must eat many cookies,a wizard must make,6,6,4,0,0,0,1
a professor must create a strudel since she may giggle,a professor must chew a eclaire that a professor must chew,10,10,11,0,0,0,1
lupin can chew the doughnut which the witch may assemble,lupin can gobble the croissants,10,10,5,0,0,0,1
james must create the chocolates which a student must chew,james must chew a cake,10,10,5,0,0,0,1
a student should gobble the croissants,a student may assemble the baklava,6,6,6,0,1,0,1
hagrid must sprinkle the eclaire that sirius may prepare,hagrid may prepare a pancake,9,9,5,0,0,0,1
because neville should prepare the pancakes sirius must wiggle,because the must hide the baklava,9,9,6,0,N/A,N/A,0
vernon should chew the chocolate that harry may prepare,vernon should prepare,9,9,3,0,0,0,1
lupin may arrange the baklava that petunia may hide,lupin may chew the cakes,9,9,5,0,0,0,1
voldemort may create the cakes which mcgonagall should gobble,voldemort must hide the cakes,9,9,5,0,0,0,1
petunia should eat many strudels because draco may prepare the souffles,because voldemort may assemble the strudels,11,11,6,0,0,0,1
the professor must eat the cake which a student may prepare,the professor may prepare a pancake,11,11,6,0,0,0,1
because vernon may chew the baklava dobby must chew the baklava,vernon must arrange the baklava,11,11,5,0,0,0,1
harry can chew the cakes because dobby must make a souffle which hermione must arrange,because a must must chew a professor must chew a professor must chew a professor must chew a professor must make a professor must make a professor must make,15,15,29,0,N/A,N/A,0
since sirius should sprinkle a eclaire she can make the baklava that neville should gobble,neville should gobble the cookies that neville should gobble,15,15,9,0,0,0,1
albus can hide the cookie because albus may make a chocolate since petunia should laugh,because a professor can hide a croissant,15,15,7,0,0,0,1
dobby should create the eclaires,dobby can hide the baklava,5,5,5,0,1,0,1
fred may gobble a chocolate,fred may assemble the cookie,5,5,5,0,1,0,1
dobby should create many cookies,dobby should hide,5,5,3,0,0,0,1
he may create the eclaire,he may sprinkle,5,5,3,0,0,0,1
he should prepare many eclaires,he should hide,5,5,3,0,0,0,1
voldemort may chew many doughnuts,voldemort may arrange the baklava,5,5,5,0,1,0,1
ron must assemble a chocolate,ron must assemble a baklava,5,5,5,0,1,0,1
hagrid must prepare the croissants,hagrid must assemble the baklava,5,5,5,0,1,0,1
draco must chew many doughnuts,draco must arrange the strudel,5,5,5,0,0,0,1
neville can sprinkle the chocolates,the can can sprinkle the chocolates,5,5,6,0,N/A,N/A,0
lily may swim,lily may chew,3,3,3,0,1,0,1
james can hiccup,james can arrange,3,3,3,0,1,0,1
fred may jump,fred may prepare,3,3,3,0,1,0,1
petunia must swim,petunia must hide,3,3,3,0,1,0,1
vernon can laugh,vernon can laugh,3,3,3,1,1,1,1
petunia may wiggle since draco may sprinkle the doughnut,petunia may gobble the souffles,9,9,5,0,0,0,1
hagrid should hide the eclaires which fred can arrange,hagrid should arrange a pancake which she should make,9,9,9,0,0,0,1
sirius must arrange the eclaire that he must arrange,sirius must chew a chocolate,9,9,5,0,0,0,1
fred can create the cookies that harry can sprinkle,harry can create the souffle,9,9,5,0,0,0,1
sirius may chew the eclaires which lily may sprinkle,sirius may gobble the strudels,9,9,5,0,0,0,1
hagrid should make the cakes,a should not assemble the cakes,5,5,6,0,N/A,N/A,0
harry must create the pancakes,harry may create the pancakes,5,5,5,0,1,0,1
ron can prepare the croissants,the can can the croissants,5,5,5,0,N/A,N/A,0
dobby should hide a baklava,dobby must hide a strudel,5,5,5,0,0,0,1
dobby can create the cakes which she can prepare,the can eat the souffles,9,9,5,0,N/A,N/A,0
dobby must hide a chocolate which mcgonagall should sprinkle,dobby must hide the strudel,9,9,5,0,0,0,1
lupin should make the souffle which voldemort can sprinkle,lupin should sprinkle the baklava,9,9,5,0,0,0,1
because fred can chew the doughnuts hagrid may hiccup,because the student may gobble the baklava,9,9,7,0,0,0,1
he must arrange the cakes that ginny can make,he must chew the eclaires,9,9,5,0,0,0,1
a student should gobble the strudels that he should prepare,he should prepare,10,10,3,0,0,0,1
neville may smile since dobby should create the cookie,neville may assemble the baklava,9,9,5,0,0,0,1
mcgonagall should prepare the cakes that james may create,the student may not hide the cakes,9,9,7,0,0,0,1
james may make the souffles that lupin must prepare,lupin may gobble the chocolates that lupin may gobble the chocolates that lupin may gobble,9,9,15,0,N/A,N/A,0
a professor may hiccup,a professor may a eclaire,4,4,5,0,N/A,N/A,0
albus must make the eclaires which george can create,albus must create the baklava,9,9,5,0,0,0,1
dobby may create a souffle which harry can sprinkle,dobby can gobble,9,9,3,0,0,0,1
hagrid must prepare the pancake because fred should chew the cookie,hagrid should assemble the baklava that hagrid may assemble,11,11,9,0,0,0,1
ron should prepare a baklava,ron should hide a baklava,5,5,5,0,1,0,1
lupin may prepare the cookies,lupin may gobble the souffles,5,5,5,0,1,0,1
she should assemble the souffle,she should assemble the baklava,5,5,5,0,1,0,1
george must chew the croissants,george must make the cake,5,5,5,0,0,0,1
the witch must swim,the professor must hide the croissants,4,4,6,0,0,0,1
draco should eat the croissant,draco should gobble the baklava,5,5,5,0,1,0,1
lupin should hide a cookie,lupin should make a cookie,5,5,5,0,1,0,1
hagrid should make the souffles,hagrid should prepare the croissant,5,5,5,0,0,0,1
she may prepare the strudels,hagrid can gobble the strudels,5,5,5,0,0,0,1
she can party since sirius may hide the souffles that george must eat,she can chew the strudel that she must chew,13,13,9,0,0,0,1
because dobby should wiggle ginny must hide the cookie which petunia must make,because a professor must chew a cake which should must make a cake,13,13,13,0,N/A,N/A,0
since he must party fred may run since lily may assemble the croissants,since voldemort must chew the baklava,13,13,6,0,0,0,1
snape should hide the chocolate that george can hide since ginny may laugh,snape should laugh,13,13,3,0,0,0,1
neville may create the souffles,neville may prepare the baklava,5,5,5,0,1,0,1
draco can gobble many eclaires,draco may gobble the eclaires,5,5,5,0,1,0,1
hagrid may chew the eclaires,hagrid may gobble the pancakes,5,5,5,0,1,0,1
hagrid can prepare a cake,hagrid can make a pancake,5,5,5,0,1,0,1
he should sprinkle many strudels,he should laugh,5,5,3,0,0,0,1
the professor must make the cookie,the professor can hide the pancake,6,6,6,0,1,0,1
the witch should gobble a pancake,a witch should make a pancake,6,6,6,0,1,0,1
lupin may make the souffles that hagrid must chew,lupin must chew a pancake,9,9,5,0,0,0,1
ginny can chew a croissant which she can make,ginny can make a cookie,9,9,5,0,0,0,1
since ron may make the chocolates voldemort should laugh,since voldemort should hide the baklava,9,9,6,0,0,0,1
draco should sprinkle the chocolates which harry should gobble,harry may create the pancakes,9,9,5,0,0,0,1
since hermione may hide the eclaires lily may party,since voldemort may hide the baklava,9,9,6,0,0,0,1
a wizard can eat a baklava,a witch can make a eclaire,6,6,6,0,0,0,1
the student should arrange the cookies,the student should sprinkle the cookies,6,6,6,0,1,0,1
lupin can chew many croissants,lupin can gobble the souffles,5,5,5,0,1,0,1
vernon may create many cookies,vernon may prepare the chocolates,5,5,5,0,1,0,1
hermione can create a baklava,hermione can chew a baklava,5,5,5,0,1,0,1
the wizard must gobble the chocolates,the professor must gobble the pancake,6,6,6,0,0,0,1
a student must arrange a baklava,a student must make a cookie,6,6,6,0,0,0,1
a professor may walk,a may may,4,4,3,0,N/A,N/A,0
the witch can wiggle,the can gobble the pancake,4,4,5,0,N/A,N/A,0
a student should smile,a student should hide,4,4,4,0,1,0,1
fred must run,fred must assemble,3,3,3,0,1,0,1
petunia must jump,petunia must hide,3,3,3,0,1,0,1
ron must party,ron must hide,3,3,3,0,1,0,1
ginny can hiccup,ginny can hide,3,3,3,0,1,0,1
petunia may hiccup,petunia may gobble the baklava,3,3,5,0,0,0,1
the witch may gobble the croissants that she must arrange,the professor must gobble the pancake,10,10,6,0,0,0,1
harry should prepare the pancakes since george can create the doughnuts,harry can create,11,11,3,0,0,0,1
james can arrange the doughnuts because draco must sprinkle a baklava,because a professor can hide the baklava which a student can make a cookie,11,11,14,0,N/A,N/A,0
voldemort may swim since lupin may create the chocolate,voldemort may arrange the baklava,9,9,5,0,0,0,1
neville should chew the souffles that voldemort should assemble,neville should assemble the baklava,9,9,5,0,0,0,1
mcgonagall can eat a doughnut that voldemort should arrange,mcgonagall must arrange a cookie that mcgonagall must create,9,9,9,0,1,0,1
she can create a baklava that fred can arrange,a professor can make a doughnut,9,9,6,0,0,0,1
ron must chew the eclaires which dobby should chew,ron must chew the baklava,9,9,5,0,0,0,1
petunia may assemble many strudels,petunia may gobble the pancakes,5,5,5,0,1,0,1
neville must chew many eclaires,neville must assemble the cookies,5,5,5,0,1,0,1
