Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
a student may assemble a cookie,a student may assemble a cookie,6,6,6,1,1,1,1
petunia should hide a doughnut because a professor should chew a chocolate which a student may eat,petunia should hide a doughnut because a professor should chew a chocolate which a student may eat,17,17,17,1,1,1,1
since he must make the pancakes which a professor must prepare a witch may assemble the pancake,since he must make the pancakes which a professor must prepare a witch may assemble the pancake,17,17,17,1,1,1,1
george should make the croissants that lily may make,george should make the croissants that lily may make,9,9,9,1,1,1,1
draco can arrange the eclaire that neville must sprinkle,draco can arrange the eclaire that neville must sprinkle,9,9,9,1,1,1,1
petunia may arrange the cake which voldemort must assemble,petunia may arrange the cake which voldemort must assemble,9,9,9,1,1,1,1
draco must gobble a souffle that ron should prepare,draco must gobble a souffle that ron should prepare,9,9,9,1,1,1,1
mcgonagall must assemble the baklava because dobby may make a cake,mcgonagall must assemble the baklava because dobby may make a cake,11,11,11,1,1,1,1
snape should make the strudel which lupin must sprinkle,snape should make the strudel which lupin must sprinkle,9,9,9,1,1,1,1
dobby must make the baklava that lily should prepare,dobby must make the baklava that lily should prepare,9,9,9,1,1,1,1
draco can sprinkle the cakes that sirius must make,draco can sprinkle the cakes that sirius must make,9,9,9,1,1,1,1
because lily must create the chocolates fred must hiccup,because lily must create the chocolates fred must hiccup,9,9,9,1,1,1,1
dobby should eat the eclaires that petunia must make,dobby should eat the eclaires that petunia must make,9,9,9,1,1,1,1
he must sprinkle the baklava,he must sprinkle the baklava,5,5,5,1,1,1,1
he can eat the cakes,he can eat the cakes,5,5,5,1,1,1,1
vernon may hide a eclaire,vernon may hide a eclaire,5,5,5,1,1,1,1
neville can chew a eclaire,neville can chew a eclaire,5,5,5,1,1,1,1
petunia must eat the cake,petunia must eat the cake,5,5,5,1,1,1,1
since ron can eat many cookies that hagrid should hide since he may sprinkle the cookie a professor should chew the baklava,since ron can eat many cookies that hagrid should hide since he may sprinkle the cookie a professor should chew the baklava,22,22,22,1,1,1,1
ginny may giggle,ginny may giggle,3,3,3,1,1,1,1
sirius should run,sirius should run,3,3,3,1,1,1,1
ron can hiccup,ron can hiccup,3,3,3,1,1,1,1
draco can walk,draco can walk,3,3,3,1,1,1,1
draco should run,draco should run,3,3,3,1,1,1,1
a student must hide the cookies,a student must hide the cookies,6,6,6,1,1,1,1
because hagrid must prepare the eclaires draco must sprinkle the pancakes,because hagrid must prepare the eclaires draco must sprinkle the pancakes,11,11,11,1,1,1,1
since he must create the souffles draco should sprinkle the cakes,since he must create the souffles draco should sprinkle the cakes,11,11,11,1,1,1,1
a student must arrange a baklava,a student must arrange a baklava,6,6,6,1,1,1,1
a wizard must hide the cake,a wizard must hide the cake,6,6,6,1,1,1,1
draco should prepare the eclaires because he must make a eclaire,draco should prepare the eclaires because he must make a eclaire,11,11,11,1,1,1,1
neville must prepare a baklava because sirius should arrange the doughnuts,neville must prepare a baklava because sirius should arrange the doughnuts,11,11,11,1,1,1,1
the professor may hide the pancakes which ginny should gobble,the professor may hide the pancakes which ginny should gobble,10,10,10,1,1,1,1
george can hide the chocolates that the student can hide,george can hide the chocolates that the student can hide,10,10,10,1,1,1,1
he can hiccup,he can hiccup,3,3,3,1,1,1,1
sirius can wiggle,sirius can wiggle,3,3,3,1,1,1,1
vernon must walk,vernon must walk,3,3,3,1,1,1,1
fred should swim,fred should swim,3,3,3,1,1,1,1
he can smile,he can smile,3,3,3,1,1,1,1
dobby can eat the doughnut because lily may prepare many souffles,dobby can eat the doughnut because lily may prepare many souffles,11,11,11,1,1,1,1
because vernon should hide the pancake neville can chew the pancakes,because vernon should hide the pancake neville can chew the pancakes,11,11,11,1,1,1,1
a professor can arrange the souffle which a student must arrange,a professor can arrange the souffle which a student must arrange,11,11,11,1,1,1,1
because ron should assemble the doughnuts because ginny should hide many chocolates fred should arrange many chocolates,because ron should assemble the doughnuts because ginny should hide many chocolates fred should arrange many chocolates,17,17,17,1,1,1,1
because the professor may smile sirius should chew the eclaire since ginny should gobble the doughnut,because the professor may smile sirius should chew the eclaire since ginny should gobble the doughnut,16,16,16,1,1,1,1
ginny should create a souffle,ginny should create a souffle,5,5,5,1,1,1,1
lily should assemble the cakes,lily should assemble the cakes,5,5,5,1,1,1,1
voldemort must eat a cake,voldemort must eat a cake,5,5,5,1,1,1,1
george must gobble a strudel,george must gobble a strudel,5,5,5,1,1,1,1
ginny must hide the chocolates,ginny must hide the chocolates,5,5,5,1,1,1,1
vernon must sprinkle a doughnut,vernon must sprinkle a doughnut,5,5,5,1,1,1,1
lily can assemble a eclaire,lily can assemble a eclaire,5,5,5,1,1,1,1
she should make the cakes,she should make the cakes,5,5,5,1,1,1,1
hagrid should make the cookies,hagrid should make the cookies,5,5,5,1,1,1,1
snape must make many cookies,snape must make many cookies,5,5,5,1,1,1,1
mcgonagall may create the cake,mcgonagall may create the cake,5,5,5,1,1,1,1
harry can assemble a cake,harry can assemble a cake,5,5,5,1,1,1,1
ron must assemble a chocolate,ron must assemble a chocolate,5,5,5,1,1,1,1
a professor can smile,a professor can smile,4,4,4,1,1,1,1
the professor must prepare the cookies which mcgonagall may sprinkle,the professor must prepare the cookies which mcgonagall may sprinkle,10,10,10,1,1,1,1
mcgonagall can gobble a eclaire since voldemort should gobble a chocolate,mcgonagall can gobble a eclaire since voldemort should gobble a chocolate,11,11,11,1,1,1,1
mcgonagall can arrange the pancakes because fred must chew the doughnuts,mcgonagall can arrange the pancakes because fred must chew the doughnuts,11,11,11,1,1,1,1
she must party since lupin may laugh,she must party since lupin may laugh,7,7,7,1,1,1,1
because snape should smile lily may chew a souffle,because snape should smile lily may chew a souffle,9,9,9,1,1,1,1
james may eat the strudel because ron must swim,james may eat the strudel because ron must swim,9,9,9,1,1,1,1
snape should make the doughnuts that snape must assemble,snape should make the doughnuts that snape must assemble,9,9,9,1,1,1,1
because lupin may laugh hermione must make a chocolate,because lupin may laugh hermione must make a chocolate,9,9,9,1,1,1,1
albus must sprinkle the strudels that she should prepare,albus must sprinkle the strudels that she should prepare,9,9,9,1,1,1,1
sirius may assemble the cookies which a wizard must arrange,sirius may assemble the cookies which a wizard must arrange,10,10,10,1,1,1,1
because hagrid may run voldemort should make a croissant because snape must create a pancake that a witch should hide,because hagrid may run voldemort should make a croissant because snape must create a pancake that a witch should hide,20,20,20,1,1,1,1
snape can arrange a cookie which a student should make because neville must arrange the strudel which albus should create,snape can arrange a cookie which a student should make because neville must arrange the strudel which albus should create,20,20,20,1,1,1,1
because ron should make the cake which she may eat a professor may gobble the cake that petunia can gobble,because ron should make the cake which she may eat a professor may gobble the cake that petunia can gobble,20,20,20,1,1,1,1
hagrid should gobble many pancakes,hagrid should gobble many pancakes,5,5,5,1,1,1,1
hermione should hide the baklava,hermione should hide the baklava,5,5,5,1,1,1,1
harry may prepare the pancake,harry may prepare the pancake,5,5,5,1,1,1,1
hermione can hide the cookies since snape may sprinkle the cookies,hermione can hide the cookies since snape may sprinkle the cookies,11,11,11,1,1,1,1
george must chew the croissants,george must chew the croissants,5,5,5,1,1,1,1
ron can chew many eclaires,ron can chew many eclaires,5,5,5,1,1,1,1
snape can sprinkle a souffle,snape can sprinkle a souffle,5,5,5,1,1,1,1
sirius should create the eclaires,sirius should create the eclaires,5,5,5,1,1,1,1
ginny must eat the cookies,ginny must eat the cookies,5,5,5,1,1,1,1
the student must walk,the student must walk,4,4,4,1,1,1,1
vernon can jump,vernon can jump,3,3,3,1,1,1,1
dobby should giggle,dobby should giggle,3,3,3,1,1,1,1
snape must gobble the croissants that the witch may arrange,snape must gobble the croissants that the witch may arrange,10,10,10,1,1,1,1
a wizard may chew a doughnut that fred should hide,a wizard may chew a doughnut that fred should hide,10,10,10,1,1,1,1
dobby should jump because a student should eat the doughnuts,dobby should jump because a student should eat the doughnuts,10,10,10,1,1,1,1
the witch may gobble a cake,the witch may gobble a cake,6,6,6,1,1,1,1
since albus must create the baklava vernon must chew the eclaires which the professor should sprinkle,since albus must create the baklava vernon must chew the eclaires which the professor should sprinkle,16,16,16,1,1,1,1
because ron should make a pancake the professor should eat the eclaire which lupin must gobble,because ron should make a pancake the professor should eat the eclaire which lupin must gobble,16,16,16,1,1,1,1
since voldemort must chew a chocolate mcgonagall may sprinkle the strudels that dobby must make,since voldemort must chew a chocolate mcgonagall may sprinkle the strudels that dobby must make,15,15,15,1,1,1,1
because she should assemble the eclaire albus must arrange the chocolates that harry may eat,because she should assemble the eclaire albus must arrange the chocolates that harry may eat,15,15,15,1,1,1,1
george should prepare the croissants because vernon can chew the strudels that petunia should prepare,george should prepare the croissants because vernon can chew the strudels that petunia should prepare,15,15,15,1,1,1,1
since voldemort must sprinkle a souffle since voldemort should make the cookies neville can giggle,since voldemort must sprinkle a souffle since voldemort should make the cookies neville can giggle,15,15,15,1,1,1,1
