target,prediction,target length,correct
because he may sprinkle a strudel lily may not assemble a cookie that he may eat,because he may sprinkle a strudel lily may not assemble a cookie that he may eat,16,1
james can prepare a croissant that dobby should assemble since the student should sprinkle the eclaire,james can prepare a croissant that dobby should assemble since the student should sprinkle the eclaire,16,1
because albus should party a wizard must not prepare a baklava that the witch must arrange,because albus should party a wizard must not prepare a baklava that a witch must arrange,16,0
since lily should assemble the chocolate fred may not assemble the baklava that harry must eat,since lily should assemble the chocolate fred may not assemble the baklava that harry must eat,16,1
albus may not hide many souffles because petunia may create the cakes which sirius must make,albus may not hide many souffles because petunia may create the cakes which sirius must make,16,1
since james must arrange a doughnut that the wizard should create lily must chew a strudel,since james must arrange a doughnut that the wizard should create lily must chew a strudel,16,1
since hermione can hide the pancakes that snape can create albus should not arrange the strudels,since hermione can hide the pancakes that snape can create albus should not arrange the strudels,16,1
because snape can arrange the strudels james may not smile because dobby should chew the croissants,because snape can arrange the strudels james may not smile because dobby should chew the croissants,16,1
since ginny may arrange the baklava which mcgonagall may chew the wizard should sprinkle the souffle,since ginny may arrange the baklava which mcgonagall may chew the wizard should sprinkle the souffle,16,1
because mcgonagall can create the chocolates the professor must eat the baklava which harry should make,because mcgonagall can create the chocolates the professor must eat the baklava which harry should make,16,1
because dobby must chew a cookie which vernon must hide a student can arrange the croissant,because dobby must chew a cookie which vernon must hide a student can arrange the croissant,16,1
since neville must eat the cakes that she should gobble fred should not gobble a baklava,since neville must eat the cakes that she should gobble fred should not gobble a baklava,16,1
